time,tec64016,dtec64016,tec64157,dtec64157,tec64964,dtec64964,tec65066,dtec65066
2025-07-22 04:03:42,8.221257066093527,0.6705313276190524,7.177112841682024,0.6546370578033083,9.681373252365654,0.6129884780406779,7.4280036490276675,0.6104483814006869
2025-07-22 04:04:43,9.51548957666667,0.6940967925144614,7.585112455723897,0.677643927086621,10.448874884563512,0.6345316302627388,9.40097714612518,0.6319022632848305
2025-07-22 04:05:48,0.7878874419564524,0.045496043316523835,8.509421517392198,0.04441760542967772,9.860406567793062,0.041591718687471926,8.407660199143328,0.04141937126386752
2025-07-22 04:06:49,9.746273667887195,0.5634013140255624,7.816494461961405,0.5500464532892798,12.051401137195048,0.5150520188772677,9.241972460715644,0.5129177505354671
2025-07-22 04:07:50,10.544371508984641,0.7178906177667823,8.557857956088133,0.7008737436745714,8.799756849538838,0.6562835456877439,8.19690048325319,0.6535640433006661
2025-07-22 04:08:51,8.650422128720372,0.7127611405280908,7.415194171686472,0.6958658555278242,10.27443713938889,0.6515942637464291,7.803839217620286,0.6488941927674933
2025-07-22 04:09:52,9.735384330922667,0.6823082129261359,7.240107296897723,0.6661347839049232,10.586988671444232,0.6237547087939561,8.61873710643632,0.6211699991350562
2025-07-22 04:10:53,9.368744348560462,0.6568911571601789,8.497199990798041,0.6413202138478747,9.955238939603985,0.6005188632957713,7.811944124266376,0.5980304381433371
2025-07-22 04:11:58,9.437446910821633,0.6721798548582689,7.688007896652248,0.6562465083645839,9.4065292473431,0.6144955339555211,6.835629443903823,0.6119491923895606
2025-07-22 04:12:59,9.757423832874977,0.6676220434731013,8.928825398805468,0.6517967353080388,10.159362162321498,0.6103288593362889,8.192722382476372,0.6077997836025247
2025-07-22 04:14:00,10.252110931495691,0.7189438314061375,7.5688600313045615,0.7019019919453181,9.443868197429314,0.6572463759079701,8.999948806306321,0.6545228837529034
2025-07-22 04:15:01,10.495870599327507,0.5969264775926,8.707481160686514,0.5827769366178213,9.732212771273185,0.5457001603503809,8.790913413698608,0.5434388924906992
2025-07-22 04:16:02,10.878421888424088,0.5789861661700154,9.54222879010244,0.5652618822094638,10.14703750945934,0.5292994289579265,8.9826752881934,0.5271061223148024
