beam_id,starttime,TEC_per_m2,dTEC_per_m2,pulse_code,integration_time
64157.0,2025-07-22T05:49:23.0,6.376236635203525e16,1.3097442963590034e16,ac,1min
64157.0,2025-07-22T05:50:24.0,7.592497345852171e16,1.3748245981509664e16,ac,1min
64157.0,2025-07-22T05:51:30.0,6.679665895347921e16,2.689316987507836e20,ac,1min
64157.0,2025-07-22T05:52:35.0,6.280604584297559e16,2.3038436656191612e16,ac,1min
64157.0,2025-07-22T05:53:36.0,6.092796956385648e16,1.854295486392499e16,ac,1min
64157.0,2025-07-22T05:54:37.0,7.235246643087443e16,1.1480863879635722e16,ac,1min
64157.0,2025-07-22T05:55:38.0,7.487044985903277e16,1.5309495732970972e18,ac,1min
64157.0,2025-07-22T05:56:39.0,6.369796467644897e16,5.848713107770259e16,ac,1min
64157.0,2025-07-22T05:57:40.0,7.395690434166288e16,1.9729669843166623e18,ac,1min
64157.0,2025-07-22T05:58:45.0,5.260626858210132e16,2.3819018085770326e17,ac,1min
64157.0,2025-07-22T05:59:46.0,8.986091336252717e16,5.07595030028861e20,ac,1min
64964.0,2025-07-22T04:03:42.0,8.956651537748293e16,4.281241832633739e19,ac,1min
64964.0,2025-07-22T04:04:43.0,8.074128004647866e16,1.111903045927023e18,ac,1min
64964.0,2025-07-22T04:05:48.0,7.760669492993691e16,2.3394632780650716e18,ac,1min
64964.0,2025-07-22T04:06:49.0,9.914084676218502e16,8.27970996903221e19,ac,1min
64964.0,2025-07-22T04:07:50.0,1.0275931121512963e17,1.4584566217237574e17,ac,1min
64964.0,2025-07-22T04:08:51.0,9.46059467650793e16,1.7671282242017254e17,ac,1min
64964.0,2025-07-22T04:09:52.0,7.960693771489208e16,3.0464264139314266e19,ac,1min
64964.0,2025-07-22T04:10:53.0,9.804439507079302e16,4.686788640279449e16,ac,1min
64964.0,2025-07-22T04:11:58.0,8.048922996188482e16,1.3323464011602284e18,ac,1min
64964.0,2025-07-22T04:12:59.0,8.168004936763229e16,5.245643171712352e18,ac,1min
64964.0,2025-07-22T04:14:00.0,9.121233686098227e16,1.171198755502337e17,ac,1min
64964.0,2025-07-22T04:15:01.0,1.04642371512205e17,1.5997624770644237e17,ac,1min
64964.0,2025-07-22T04:16:02.0,9.569011896275856e16,2.2008470606815336e16,ac,1min
64964.0,2025-07-22T04:17:03.0,9.34060922814565e16,3.321162501680801e18,ac,1min
64964.0,2025-07-22T04:18:08.0,7.081706281722067e16,3.1499851113153756e18,ac,1min
64964.0,2025-07-22T04:19:09.0,7.0533878882929304e16,2.014782308959695e16,ac,1min
64964.0,2025-07-22T04:20:10.0,8.318877835188968e16,7.439083165579912e16,ac,1min
64964.0,2025-07-22T04:21:11.0,9.032503198081914e16,4.016487322814499e18,ac,1min
64964.0,2025-07-22T04:22:12.0,9.806338403511806e16,1.1731510745998572e19,ac,1min
64964.0,2025-07-22T04:23:13.0,6.383723509478991e16,8.768602993391093e16,ac,1min
64964.0,2025-07-22T04:24:13.0,8.863956470896184e16,7.694976072593984e16,ac,1min
64964.0,2025-07-22T04:25:14.0,5.928881480705741e16,9.379169202193623e17,ac,1min
64964.0,2025-07-22T04:26:15.0,7.594372751918763e16,1.9938038342391773e17,ac,1min
64964.0,2025-07-22T04:27:16.0,5.926636247436497e16,1.3315380905543938e17,ac,1min
64964.0,2025-07-22T04:28:17.0,9.110582553467584e16,5.285215845715868e18,ac,1min
64964.0,2025-07-22T04:29:18.0,8.371950654601384e16,2.16848698557392e17,ac,1min
64964.0,2025-07-22T04:30:23.0,7.270267221778154e16,1.881471930570416e16,ac,1min
64964.0,2025-07-22T04:31:24.0,7.554098143150984e16,4.585399904595887e16,ac,1min
64964.0,2025-07-22T04:32:25.0,8.423842997681861e16,7.422043538750843e18,ac,1min
64964.0,2025-07-22T04:33:26.0,8.237301301098902e16,1.5224978435242778e17,ac,1min
64964.0,2025-07-22T04:34:27.0,8.14556491539474e16,4.300157466831978e18,ac,1min
64964.0,2025-07-22T04:35:28.0,7.510238405245304e16,1.140824197167551e17,ac,1min
64964.0,2025-07-22T04:36:33.0,8.785185930597024e16,1.2933335816429902e19,ac,1min
64964.0,2025-07-22T04:37:34.0,9.752247192831582e16,2.3498224815362584e16,ac,1min
64964.0,2025-07-22T04:38:35.0,7.595966510609778e16,8.674229470686425e18,ac,1min
64964.0,2025-07-22T04:39:36.0,7.32571633308356e16,6.695822425499215e18,ac,1min
64964.0,2025-07-22T04:40:37.0,7.03920321934156e16,1.740799586026452e17,ac,1min
64964.0,2025-07-22T04:41:38.0,8.66363279866007e16,1.1264037062975597e17,ac,1min
64964.0,2025-07-22T04:42:44.0,9.387614884705874e16,2.088495202344737e18,ac,1min
64964.0,2025-07-22T04:43:49.0,5.244503538626771e16,1.8573366514811763e17,ac,1min
64964.0,2025-07-22T04:44:50.0,9.672503656650038e16,1.6027540643813875e17,ac,1min
64964.0,2025-07-22T04:45:51.0,5.369581427458829e16,8.626759674020342e16,ac,1min
64964.0,2025-07-22T04:46:52.0,8.890747239889776e16,1.463945249357192e16,ac,1min
64964.0,2025-07-22T04:47:53.0,8.359755752203757e16,6.625665918950616e17,ac,1min
64964.0,2025-07-22T04:48:54.0,8.517401054916573e16,4.636249194771336e18,ac,1min
64964.0,2025-07-22T04:49:59.0,5.225620380725125e16,1.1531532380809992e18,ac,1min
64964.0,2025-07-22T04:51:00.0,9.240364979383838e16,1.5244457810834928e16,ac,1min
64964.0,2025-07-22T04:52:01.0,7.6304577715883e16,1.9193078173023396e16,ac,1min
64964.0,2025-07-22T04:53:02.0,1.0010159794199568e17,1.6753075548296116e16,ac,1min
64964.0,2025-07-22T04:54:03.0,6.541646403482062e16,6.674042060873321e16,ac,1min
64964.0,2025-07-22T04:55:04.0,6.629085016245471e16,1.1792541258388028e16,ac,1min
64964.0,2025-07-22T04:56:09.0,8.95556118539245e16,1.9189958198908064e17,ac,1min
64964.0,2025-07-22T04:57:10.0,5.283499133152332e16,5.3679127742375016e16,ac,1min
64964.0,2025-07-22T04:58:11.0,9.149476837428725e16,2.5481310326634252e16,ac,1min
64964.0,2025-07-22T04:59:12.0,5.947835856472905e16,1.3620967060903738e17,ac,1min
64964.0,2025-07-22T05:00:13.0,9.121747460355442e16,9.80832988021309e17,ac,1min
64964.0,2025-07-22T05:01:14.0,5.453504175521738e16,5.093686011680071e16,ac,1min
64964.0,2025-07-22T05:02:19.0,7.460275725413078e16,1.2645210698679552e19,ac,1min
64964.0,2025-07-22T05:03:20.0,6.192136078141143e16,1.168084774926665e19,ac,1min
64964.0,2025-07-22T05:04:21.0,8.020231221763296e16,7.576412516186722e16,ac,1min
64964.0,2025-07-22T05:05:22.0,9.66318505787532e16,7.233106970057541e16,ac,1min
64964.0,2025-07-22T05:06:23.0,7.192902302117653e16,5.8544943777790664e16,ac,1min
64964.0,2025-07-22T05:07:24.0,6.8512356521956056e16,2.000640385310282e18,ac,1min
64964.0,2025-07-22T05:08:29.0,7.603644650285904e16,1.8864028123855788e18,ac,1min
64964.0,2025-07-22T05:09:30.0,7.987751249893082e16,1.9257356398266708e16,ac,1min
64964.0,2025-07-22T05:10:31.0,8.178896780359312e16,1.353157951065846e16,ac,1min
64964.0,2025-07-22T05:11:32.0,1.0136922198179477e17,6.86393164283509e19,ac,1min
64964.0,2025-07-22T05:12:33.0,8.088313527925107e16,3.0208072202783936e16,ac,1min
64964.0,2025-07-22T05:13:34.0,8.587062113730926e16,3.8694281843142844e19,ac,1min
64964.0,2025-07-22T05:14:34.0,7.990832955076883e16,3.0138810894829604e16,ac,1min
64964.0,2025-07-22T05:15:35.0,8.628243896023885e16,3.745069813886535e18,ac,1min
64964.0,2025-07-22T05:16:36.0,8.268060437534774e16,1.7630894493664513e20,ac,1min
64964.0,2025-07-22T05:17:37.0,9.906959722565163e16,2.1292501339069832e18,ac,1min
64964.0,2025-07-22T05:18:38.0,8.589471174065461e16,1.640502672532732e17,ac,1min
64964.0,2025-07-22T05:19:39.0,6.717992367019073e16,1.3109413602291952e17,ac,1min
64964.0,2025-07-22T05:20:44.0,9.325325894766469e16,2.309028477608931e16,ac,1min
64964.0,2025-07-22T05:21:45.0,8.788442491675416e16,2.9187209373269508e16,ac,1min
64964.0,2025-07-22T05:22:46.0,6.815455977785914e16,7.553893670195236e18,ac,1min
64964.0,2025-07-22T05:23:47.0,9.013706800486338e16,1.1628994883618938e17,ac,1min
64964.0,2025-07-22T05:24:48.0,9.590788844731954e16,5.938215244356908e16,ac,1min
64964.0,2025-07-22T05:25:49.0,7.668098570222758e16,2.1158536312160966e17,ac,1min
64964.0,2025-07-22T05:26:54.0,9.332648143164555e16,6.439522414735804e18,ac,1min
64964.0,2025-07-22T05:27:55.0,6.24961712786238e16,7.212778624603334e18,ac,1min
64964.0,2025-07-22T05:28:56.0,7.992078399187984e16,1.767208735220487e16,ac,1min
64964.0,2025-07-22T05:29:57.0,8.904038890944048e16,2.1071629817283302e17,ac,1min
64964.0,2025-07-22T05:30:58.0,8.688583934880205e16,1.6180552067455677e17,ac,1min
64964.0,2025-07-22T05:31:59.0,7.603676535319912e16,3.5655969951130976e16,ac,1min
64964.0,2025-07-22T05:32:59.0,8.05074497650312e16,4.038140178045689e18,ac,1min
64964.0,2025-07-22T05:34:00.0,1.0237427462236547e17,9.864349706199347e18,ac,1min
64964.0,2025-07-22T05:35:01.0,8.837668178762318e16,5.159070147698109e16,ac,1min
64964.0,2025-07-22T05:36:02.0,7.754829001157688e16,4.164529594107254e16,ac,1min
64964.0,2025-07-22T05:37:03.0,9.035788296700026e16,1.4992451958870733e17,ac,1min
64964.0,2025-07-22T05:38:04.0,7.83173632972014e16,9.268849009416051e16,ac,1min
64964.0,2025-07-22T05:39:09.0,6.581226712224148e16,1.99674931386824e16,ac,1min
64964.0,2025-07-22T05:40:10.0,7.341153959180771e16,3.476913684521997e18,ac,1min
64964.0,2025-07-22T05:41:11.0,6.570469335229632e16,2.6574057394259e18,ac,1min
64964.0,2025-07-22T05:42:12.0,9.098175992753176e16,2.245609532879597e17,ac,1min
64964.0,2025-07-22T05:43:13.0,7.970402841578858e16,1.6778631893387354e17,ac,1min
64964.0,2025-07-22T05:44:14.0,7.941579452762186e16,2.3330827096524923e18,ac,1min
64964.0,2025-07-22T05:45:19.0,8.061888034058082e16,1.417109161070333e18,ac,1min
64964.0,2025-07-22T05:46:20.0,7.537662727699136e16,1.1445888525680652e19,ac,1min
64964.0,2025-07-22T05:47:21.0,6.924164244468299e16,2.4293437585365376e16,ac,1min
64964.0,2025-07-22T05:48:22.0,7.1957969248594984e16,1.3105105915480779e19,ac,1min
64964.0,2025-07-22T05:49:23.0,8.142749354665766e16,1.7792784029428626e16,ac,1min
64964.0,2025-07-22T05:50:24.0,7.587971886258869e16,1.4233351877004495e19,ac,1min
64964.0,2025-07-22T05:51:30.0,8.400660167892454e16,1.2515403748922206e17,ac,1min
64964.0,2025-07-22T05:52:35.0,6.43380409496125e16,1.6706127548587846e17,ac,1min
64964.0,2025-07-22T05:53:36.0,6.88137295986381e16,5.198604411404019e16,ac,1min
64964.0,2025-07-22T05:54:37.0,7.822004115679171e16,4.727357215990632e16,ac,1min
64964.0,2025-07-22T05:55:38.0,9.313173041549029e16,3.5940916082425812e16,ac,1min
64964.0,2025-07-22T05:56:39.0,8.837708092941397e16,7.748788136828772e19,ac,1min
64964.0,2025-07-22T05:57:40.0,6.952607969683404e16,1.3276491927263014e18,ac,1min
64964.0,2025-07-22T05:58:45.0,7.748364029724602e16,8.482860612006871e17,ac,1min
64964.0,2025-07-22T05:59:46.0,1.0785799785427531e17,4.0562066615945835e20,ac,1min
65066.0,2025-07-22T04:03:42.0,7.787227171533926e16,1.6764900677410115e17,ac,1min
65066.0,2025-07-22T04:04:43.0,7.350771500340118e16,1.7722858783880912e17,ac,1min
65066.0,2025-07-22T04:05:48.0,8.48534439831185e16,5.3871666030810584e16,ac,1min
65066.0,2025-07-22T04:06:49.0,8.655287454950365e16,4.114957669057415e17,ac,1min
65066.0,2025-07-22T04:07:50.0,8.193705423688035e16,5.3904644834570426e17,ac,1min
65066.0,2025-07-22T04:08:51.0,7.921956199694304e16,4.821561931666707e18,ac,1min
65066.0,2025-07-22T04:09:52.0,7.468901524861803e16,9.299372808714084e17,ac,1min
65066.0,2025-07-22T04:10:53.0,7.377511597495e16,3.0132707414507684e18,ac,1min
65066.0,2025-07-22T04:11:58.0,8.321420485930333e16,1.5905457252722492e16,ac,1min
65066.0,2025-07-22T04:12:59.0,6.181563912571544e16,6.906116935826147e17,ac,1min
65066.0,2025-07-22T04:14:00.0,7.342206823950523e16,3.2759078787409464e18,ac,1min
65066.0,2025-07-22T04:15:01.0,7.527625359430842e16,1.256746350291602e18,ac,1min
65066.0,2025-07-22T04:16:02.0,7.418926984295275e16,6.370491285257595e18,ac,1min
65066.0,2025-07-22T04:17:03.0,8.68104071382894e16,2.4683272921796854e17,ac,1min
65066.0,2025-07-22T04:18:08.0,9.279199497097747e16,3.7114343324543964e18,ac,1min
65066.0,2025-07-22T04:19:09.0,5.847717532052787e16,1.5086746137824046e18,ac,1min
65066.0,2025-07-22T04:20:10.0,6.117239925325359e16,7.139905864073697e16,ac,1min
65066.0,2025-07-22T04:21:11.0,6.256476924556539e16,2.2301926549906872e18,ac,1min
65066.0,2025-07-22T04:22:12.0,7.794514980502478e16,7.911718197406926e18,ac,1min
65066.0,2025-07-22T04:23:13.0,7.407781216427838e16,1.8662476087054564e16,ac,1min
65066.0,2025-07-22T04:24:13.0,8.323367546674093e16,8.481565694631148e18,ac,1min
65066.0,2025-07-22T04:25:14.0,5.6004489635326584e16,5.554654051655379e16,ac,1min
65066.0,2025-07-22T04:26:15.0,7.924425933284211e16,6.679756549177478e17,ac,1min
65066.0,2025-07-22T04:27:16.0,6.083516238590178e16,1.1398115552702066e16,ac,1min
65066.0,2025-07-22T04:28:17.0,7.347968888752998e16,1.2268895523334624e16,ac,1min
65066.0,2025-07-22T04:29:18.0,6.726605934845846e16,4.5982694489890504e16,ac,1min
65066.0,2025-07-22T04:30:23.0,1.099750421997775e17,8.878629522291154e18,ac,1min
65066.0,2025-07-22T04:31:24.0,6.538858430964481e16,1.3115646543776452e16,ac,1min
65066.0,2025-07-22T04:32:25.0,8.261237373404397e16,3.202934870583559e17,ac,1min
65066.0,2025-07-22T04:33:26.0,6.366655570677218e16,6.961847532091743e18,ac,1min
65066.0,2025-07-22T04:34:27.0,6.758912778300306e16,5.5770014473377544e16,ac,1min
65066.0,2025-07-22T04:35:28.0,6.846739008475472e16,3.836507948043339e18,ac,1min
65066.0,2025-07-22T04:36:33.0,6.9405488177613864e16,2.645237199991612e17,ac,1min
65066.0,2025-07-22T04:37:34.0,7.707211126846731e16,8.698993324506654e16,ac,1min
65066.0,2025-07-22T04:38:35.0,5.957969332954533e16,4.172818154540882e17,ac,1min
65066.0,2025-07-22T04:39:36.0,6.381382834884837e16,2.921117990245338e18,ac,1min
65066.0,2025-07-22T04:40:37.0,9.567381623966104e16,2.030080599192015e16,ac,1min
65066.0,2025-07-22T04:41:38.0,6.978822714254613e16,3.752377777855209e16,ac,1min
65066.0,2025-07-22T04:42:44.0,7.771927555658229e16,6.294982041051992e17,ac,1min
65066.0,2025-07-22T04:43:49.0,5.800062023444403e16,1.178750238885588e18,ac,1min
65066.0,2025-07-22T04:44:50.0,6.918313669102007e16,4.6080863968000045e17,ac,1min
65066.0,2025-07-22T04:45:51.0,6.663663878454568e16,3.4222353094240594e18,ac,1min
65066.0,2025-07-22T04:46:52.0,7.747354225121717e16,2.723388157839331e18,ac,1min
65066.0,2025-07-22T04:47:53.0,7.74184784881527e16,3.52083651827017e19,ac,1min
65066.0,2025-07-22T04:48:54.0,7.1053068955820424e16,4.2182609144344376e16,ac,1min
65066.0,2025-07-22T04:49:59.0,6.76830203843928e16,1.6887776620586985e18,ac,1min
65066.0,2025-07-22T04:51:00.0,8.289000090374998e16,6.575210324040991e16,ac,1min
65066.0,2025-07-22T04:52:01.0,6.3191523412324904e16,5.4344454244294856e16,ac,1min
65066.0,2025-07-22T04:53:02.0,6.750438366321203e16,2.7086927916940867e18,ac,1min
65066.0,2025-07-22T04:54:03.0,6.007829839872381e16,4.287973246108049e16,ac,1min
65066.0,2025-07-22T04:55:04.0,6.5390089337956184e16,6.822256765147309e17,ac,1min
65066.0,2025-07-22T04:56:09.0,8.846576863538422e16,2.2303276164942474e18,ac,1min
65066.0,2025-07-22T04:57:10.0,6.067213836081331e16,6.504331028257351e18,ac,1min
65066.0,2025-07-22T04:58:11.0,7.43904969123149e16,9.046004187603795e16,ac,1min
65066.0,2025-07-22T04:59:12.0,6.853061203386822e16,3.342185660803006e18,ac,1min
65066.0,2025-07-22T05:00:13.0,6.55785770871359e16,1.571888182151371e16,ac,1min
65066.0,2025-07-22T05:01:14.0,6.015432329491812e16,3.496773995587942e18,ac,1min
65066.0,2025-07-22T05:02:19.0,6.479927876835634e16,5.502171301398576e16,ac,1min
65066.0,2025-07-22T05:03:20.0,5.987398054858522e16,1.135832887898365e16,ac,1min
65066.0,2025-07-22T05:04:21.0,5.707804779062313e16,3.0329570620991014e17,ac,1min
65066.0,2025-07-22T05:05:22.0,6.1966055437453976e16,1.1575318203729152e19,ac,1min
65066.0,2025-07-22T05:06:23.0,6.234366325434955e16,3.124473481954934e18,ac,1min
65066.0,2025-07-22T05:07:24.0,5.961877823842432e16,9.796729478918033e18,ac,1min
65066.0,2025-07-22T05:08:29.0,6.062998022528323e16,1.3769116647065221e19,ac,1min
65066.0,2025-07-22T05:09:30.0,6.369165733184826e16,1.0837890195719866e16,ac,1min
65066.0,2025-07-22T05:10:31.0,6.025839458312206e16,2.676150088811593e16,ac,1min
65066.0,2025-07-22T05:11:32.0,7.17015420057354e16,4.171492604213596e18,ac,1min
65066.0,2025-07-22T05:12:33.0,7.130037059970978e16,4.457583549930377e18,ac,1min
65066.0,2025-07-22T05:13:34.0,6.2393094824275816e16,2.9251610501501553e18,ac,1min
65066.0,2025-07-22T05:14:34.0,6.295646201626337e16,8.413930199499756e17,ac,1min
65066.0,2025-07-22T05:15:35.0,7.398993005473515e16,1.475795109380113e18,ac,1min
65066.0,2025-07-22T05:16:36.0,7.153723635298645e16,9.698353211540674e16,ac,1min
65066.0,2025-07-22T05:17:37.0,8.523701254921478e16,2.2193882574331525e18,ac,1min
65066.0,2025-07-22T05:18:38.0,6.6459804570954536e16,7.437797432283158e17,ac,1min
65066.0,2025-07-22T05:19:39.0,7.445837317306528e16,1.225734873001341e18,ac,1min
65066.0,2025-07-22T05:20:44.0,6.738087141080761e16,3.739052249667847e18,ac,1min
65066.0,2025-07-22T05:21:45.0,6.659134127360584e16,1.021415672980016e19,ac,1min
65066.0,2025-07-22T05:22:46.0,7.050424174894024e16,8.280465487137013e18,ac,1min
65066.0,2025-07-22T05:23:47.0,8.235656285219578e16,2.6057183388946703e18,ac,1min
65066.0,2025-07-22T05:24:48.0,6.995529176523922e16,8.862392567467973e18,ac,1min
65066.0,2025-07-22T05:25:49.0,7.338383266250445e16,3.833154668646233e17,ac,1min
65066.0,2025-07-22T05:26:54.0,7.881298350930342e16,1.514671174913508e18,ac,1min
65066.0,2025-07-22T05:27:55.0,6.813393728988942e16,2.316008721461212e18,ac,1min
65066.0,2025-07-22T05:28:56.0,6.8564033727305064e16,4.1540931579539246e18,ac,1min
65066.0,2025-07-22T05:29:57.0,7.451513667093499e16,8.375690244914872e19,ac,1min
65066.0,2025-07-22T05:30:58.0,8.400250326388494e16,2.5759564222152755e18,ac,1min
65066.0,2025-07-22T05:31:59.0,7.697894663838189e16,1.1901715176119781e17,ac,1min
65066.0,2025-07-22T05:32:59.0,6.664517419998913e16,4.661864928892138e17,ac,1min
65066.0,2025-07-22T05:34:00.0,7.332522596562586e16,3.50121561526391e16,ac,1min
65066.0,2025-07-22T05:35:01.0,7.297669839090858e16,3.9669195399489546e18,ac,1min
65066.0,2025-07-22T05:36:02.0,6.5155328624076744e16,5.03148625052653e18,ac,1min
65066.0,2025-07-22T05:37:03.0,6.139714145100698e16,8.951835072207387e16,ac,1min
65066.0,2025-07-22T05:38:04.0,5.924504931015543e16,9.318451436414878e16,ac,1min
65066.0,2025-07-22T05:39:09.0,6.140460196418177e16,1.7035158611275018e19,ac,1min
65066.0,2025-07-22T05:40:10.0,7.013261083508026e16,1.9327057793196316e16,ac,1min
65066.0,2025-07-22T05:41:11.0,8.51186511747188e16,1.962975207715226e16,ac,1min
65066.0,2025-07-22T05:42:12.0,7.105128080977974e16,2.2920121660073915e18,ac,1min
65066.0,2025-07-22T05:43:13.0,6.69608449810677e16,4.1516530452964045e18,ac,1min
65066.0,2025-07-22T05:44:14.0,5.395654666408402e16,3.7663748412551306e18,ac,1min
65066.0,2025-07-22T05:45:19.0,5.911003431100704e16,2.4991858135020132e16,ac,1min
65066.0,2025-07-22T05:46:20.0,7.759820674233955e16,2.1010660225526577e18,ac,1min
65066.0,2025-07-22T05:47:21.0,6.559952473439486e16,2.0205552164111828e18,ac,1min
65066.0,2025-07-22T05:48:22.0,6.073812003204547e16,5.174034148777446e18,ac,1min
65066.0,2025-07-22T05:49:23.0,6.808534886748502e16,9.32795126801226e16,ac,1min
65066.0,2025-07-22T05:50:24.0,5.942166150226071e16,1.1414636921634853e18,ac,1min
65066.0,2025-07-22T05:51:30.0,7.761705998693062e16,3.009954853887103e18,ac,1min
65066.0,2025-07-22T05:52:35.0,5.766156143437966e16,4.4307218356007816e16,ac,1min
65066.0,2025-07-22T05:53:36.0,5.481970156815676e16,1.0372841387337696e17,ac,1min
65066.0,2025-07-22T05:54:37.0,5.8083057705933224e16,1.4235951265823146e19,ac,1min
65066.0,2025-07-22T05:55:38.0,7.482522233147533e16,4.122108792569655e16,ac,1min
65066.0,2025-07-22T05:56:39.0,6.863023870751271e16,1.8982523396765937e18,ac,1min
65066.0,2025-07-22T05:57:40.0,6.058578918131627e16,2.776823285671729e18,ac,1min
65066.0,2025-07-22T05:58:45.0,6.9676490785627064e16,3.629485428435775e18,ac,1min
65066.0,2025-07-22T05:59:46.0,7.312421276989013e16,8.195330795594767e18,ac,1min
64016.0,2025-07-22T04:03:42.0,3.117928525383671e16,1.9360674431009968e15,ac,20min
64016.0,2025-07-22T04:23:43.0,7.74204927707653e16,4.988274838665182e15,ac,20min
64016.0,2025-07-22T04:43:44.0,7.214229697208938e16,5.055314295716831e15,ac,20min
64016.0,2025-07-22T05:03:46.0,6.943832153750202e16,5.085146362944995e15,ac,20min
64016.0,2025-07-22T05:23:47.0,4.096692372104705e16,2.658393538610752e15,ac,20min
64016.0,2025-07-22T05:43:48.0,7.53517374348698e16,5.520664868735641e15,ac,20min
64157.0,2025-07-22T04:03:42.0,6.889559922856174e16,4.306318910881915e15,ac,20min
64157.0,2025-07-22T04:23:43.0,6.533879465370158e16,4.678668342634083e15,ac,20min
64157.0,2025-07-22T04:43:44.0,6.894519623515787e16,5.079380886361666e15,ac,20min
64157.0,2025-07-22T05:03:46.0,6.129195073357866e16,5.308562964152106e15,ac,20min
64157.0,2025-07-22T05:23:47.0,6.521810612063593e16,5.392851405149896e15,ac,20min
64157.0,2025-07-22T05:43:48.0,6.673253888093859e16,4.706952421361833e15,ac,20min
64964.0,2025-07-22T04:03:42.0,8.93721878899362e16,6.136395642932033e15,ac,20min
64964.0,2025-07-22T04:23:43.0,7.922080430790496e16,5.18262737218239e15,ac,20min
64964.0,2025-07-22T04:43:44.0,7.31373772709405e16,4.415155928453295e15,ac,20min
64964.0,2025-07-22T05:03:46.0,8.429825691229683e16,5.734783529830782e15,ac,20min
64964.0,2025-07-22T05:23:47.0,8.249198121275314e16,1.4591506562694496e16,ac,20min
64964.0,2025-07-22T05:43:48.0,7.27998464326355e16,9.331417676645984e15,ac,20min
65066.0,2025-07-22T04:03:42.0,7.45120238033626e16,5.408011466776643e15,ac,20min
65066.0,2025-07-22T04:23:43.0,7.1939640277987336e16,4.981551369102097e15,ac,20min
65066.0,2025-07-22T04:43:44.0,6.8755320215052856e16,4.525506852798566e15,ac,20min
65066.0,2025-07-22T05:03:46.0,5.9495150003952344e16,4.659590456963446e15,ac,20min
65066.0,2025-07-22T05:23:47.0,7.15896118915774e16,5.381590275673741e15,ac,20min
65066.0,2025-07-22T05:43:48.0,6.366679486647488e16,4.687283080375458e15,ac,20min
64016.0,2025-07-22T04:03:42.0,1.5415728381884386e16,1.8552785783875985e15,ac,3min
64016.0,2025-07-22T04:06:44.0,7.237372962241694e16,1.558322629807302e16,ac,3min
64016.0,2025-07-22T04:09:47.0,7.80412647696465e16,1.0020974187732881e18,ac,3min
64016.0,2025-07-22T04:12:49.0,6.98541981049487e16,7.36714778347369e15,ac,3min
64016.0,2025-07-22T04:15:52.0,1.8296825336172524e16,2.7141348724606195e15,ac,3min
64016.0,2025-07-22T04:18:54.0,2.2333718546676256e16,3.097002974265836e15,ac,3min
64016.0,2025-07-22T04:21:57.0,7.530239861344195e16,1.0819412640920534e16,ac,3min
64016.0,2025-07-22T04:24:59.0,8.046491744025867e16,1.0510596544016256e16,ac,3min
64016.0,2025-07-22T04:28:02.0,7.622234917762762e16,6.472807998958542e16,ac,3min
64016.0,2025-07-22T04:31:04.0,7.450177260388058e16,8.837255875137379e15,ac,3min
64016.0,2025-07-22T04:34:06.0,7.082964866330542e16,1.888413682665043e18,ac,3min
64016.0,2025-07-22T04:37:09.0,6.180876377509844e16,1.583155210951215e15,ac,3min
64016.0,2025-07-22T04:40:11.0,9.201441336264283e16,6.776600657451329e18,ac,3min
64016.0,2025-07-22T04:43:14.0,6.5490561019055976e16,2.448068395151589e16,ac,3min
64016.0,2025-07-22T04:46:16.0,7.04567465829361e16,9.505193719609654e15,ac,3min
64016.0,2025-07-22T04:49:19.0,7.618561135183043e16,1.957084651953374e16,ac,3min
64016.0,2025-07-22T04:52:21.0,7.663950038614955e16,2.6932701462394964e16,ac,3min
64016.0,2025-07-22T04:55:24.0,7.236107639352981e16,4.7624187766341496e16,ac,3min
64016.0,2025-07-22T04:58:26.0,6.767697609953801e16,8.74701122293583e15,ac,3min
64016.0,2025-07-22T05:01:29.0,6.271186658817815e16,8.244188160134831e15,ac,3min
64016.0,2025-07-22T05:04:31.0,6.494248146503187e16,6.2844470310225224e16,ac,3min
64016.0,2025-07-22T05:07:34.0,7.623509436355987e16,1.2251370614390862e16,ac,3min
64016.0,2025-07-22T05:10:36.0,7.889485437973645e16,3.701099003094693e16,ac,3min
64016.0,2025-07-22T05:13:39.0,7.494450402826386e16,1.1537264031074314e16,ac,3min
64016.0,2025-07-22T05:16:41.0,7.999018393735984e16,1.2452847486532832e16,ac,3min
64016.0,2025-07-22T05:19:44.0,7.176244534124483e16,9.051080394883784e15,ac,3min
64016.0,2025-07-22T05:22:46.0,7.49099232918715e16,2.2749465092518464e16,ac,3min
64016.0,2025-07-22T05:25:49.0,2.2298680850636824e16,2.5084659248223855e15,ac,3min
64016.0,2025-07-22T05:28:51.0,5.44826632725505e16,1.297470756453775e16,ac,3min
64016.0,2025-07-22T05:31:54.0,8.009664113386914e16,9.429112398791348e15,ac,3min
64016.0,2025-07-22T05:34:56.0,2.1871563836248456e16,3.091695136247458e15,ac,3min
64016.0,2025-07-22T05:37:58.0,7.850507093478194e16,8.936044236298867e15,ac,3min
64016.0,2025-07-22T05:41:01.0,7.773872178059474e16,9.106285134780026e15,ac,3min
64016.0,2025-07-22T05:44:03.0,7.596582622020312e16,8.734149452368779e16,ac,3min
64016.0,2025-07-22T05:47:06.0,7.240088045559574e16,1.5838599835175434e18,ac,3min
64016.0,2025-07-22T05:50:08.0,7.6665294498864e16,4.269394776719917e16,ac,3min
64016.0,2025-07-22T05:53:11.0,5.055720047904848e16,1.4859180170429755e15,ac,3min
